TunnelDirection,Overbunden,RockType1,Color1,RockType2,Color2,RockType3,Color3,RockType4,Color4,Stringer,Degree of Weathering,Strike,Dip Angle,JointSpacing,NumberOfSpacing,Persistence,Aperture,Roughness,Infilling,Groundwater,Class
42,20.10,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,20,75,<6,10,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,24.22,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,25,80,<6,13,<1,1-5,Slightly rough,Highly filling,Complete Dry,III Fair Rock 
42,24.81,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,15,70,6-20,17,<1,1-5,Slightly rough,Highly filling,Complete Dry,III Fair Rock 
42,25.42,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,25,85,6-20,22,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,26.00,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,25,75,6-20,21,<1,1-5,Slightly rough,Highly filling,Complete Dry,III Fair Rock 
42,26.65,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,15,70,6-20,19,<1,1-5,Slightly rough,Highly filling,Complete Dry,III Fair Rock 
42,27.26,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Fresh rock to slightly,23,85,6-20,30,<1,1-5,Slightly rough,Highly filling,Complete Dry,III Fair Rock 
42,27.36,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,25,75,6-20,20,<1,0.1-1,Slightly rough,Highly filling,Damp,III Fair Rock 
42,27.66,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,25,70,6-20,25,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,27.96,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,20,75,6-20,10,<1,1-5,Slightly rough,None,Damp,III Fair Rock 
42,28.10,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,30,75,6-20,18,<1,0.1-1,Slightly rough,None,Damp,III Fair Rock 
42,28.16,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,30,70,6-20,13,<1,1-5,Slightly rough,None,Damp,III Fair Rock 
42,28.26,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,30,70,<6,3,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,28.36,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None,None,None,Moderately,30,70,<6,7,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,28.66,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Moderately,30,70,<6,12,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,29.00,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Moderately,30,70,6-20,7,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,29.89,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Moderately,30,70,6-20,17,<1,1-5,Slightly rough,None,Complete Dry,III Fair Rock 
42,35.97,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,4,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,37.15,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,11,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,38.34,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,11,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,39.71,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,<6,5,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,40.72,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,11,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,41.95,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,11,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,43.17,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,18,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,44.43,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,13,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,46.97,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,9,<1,0.1-1,Slightly rough,None,Damp,II Good Rock
42,48.27,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,9,<1,0.1-1,Slightly rough,None,Damp,II Good Rock
42,49.55,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,3,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,50.84,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,10,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,52.14,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,20,85,6-20,6,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,53.43,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,20,85,6-20,8,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,54.72,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,8,<1,1-5,Slightly rough,None,Wet,III Fair Rock 
42,56.07,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,15,<1,1-5,Slightly rough,None,Damp,III Fair Rock 
42,57.41,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,20-60,24,<1,1-5,Slightly rough,None,Damp,II Good Rock
42,58.75,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,20-60,15,<1,1-5,Slightly rough,None,Damp,II Good Rock
42,60.10,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,20-60,26,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,61.52,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,20-60,10,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,62.93,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,20,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,65.81,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,28,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,68.89,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,20-60,24,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,70.44,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,20-60,16,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,72.63,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,30,80,6-20,7,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,73.66,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,220,65,20-60,20,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,75.13,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,220,65,20-60,5,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,76.77,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,35,85,20-60,15,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,78.51,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,20,75,20-60,15,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,80.15,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,20,75,20-60,19,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,81.65,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,20,75,6-20,25,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,83.17,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,6-20,10,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,84.68,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,20-60,12,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,86.12,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,6-20,8,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,87.65,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,6-20,10,<1,1-5,Slightly rough,Highly filling,Complete Dry,II Good Rock
42,89.11,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,20-60,23,<1,1-5,Slightly rough,Highly filling,Complete Dry,II Good Rock
42,90.55,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,20-60,21,<1,0.1-1,Slightly rough,None,Damp,II Good Rock
42,93.24,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,6-20,8,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,94.62,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,20-60,15,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,95.97,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,25,75,20-60,13,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,98.01,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,22,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,100.57,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,17,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,101.86,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,20,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,103.64,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,14,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,II Good Rock
42,105.40,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,13,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,II Good Rock
42,106.91,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,11,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,108.44,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,12,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,109.96,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,14,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,111.44,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,10,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,113.06,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,11,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,114.37,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,11,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,115.83,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,13,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,118.70,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,11,<1,1-5,Slightly rough,None,Complete Dry,II Good Rock
42,120.14,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,14,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,122.78,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,19,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,123.69,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,19,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,124.02,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,13,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,126.38,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,29,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,127.14,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,17,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,127.82,Biotite granite,"Light Gray, White, Gray",None,None,Biotite granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,24,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,131.70,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,11,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,132.59,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,13,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,133.47,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,13,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,134.36,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,15,<1,1-5,Slightly rough,Soft filling,Complete Dry,II Good Rock
42,135.32,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,10,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,II Good Rock
42,136.08,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,11,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,II Good Rock
42,136.92,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,16,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,II Good Rock
42,137.48,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,17,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,137.98,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,20-60,21,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,138.29,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,11,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
42,140.29,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Fresh rock to slightly,80,60,6-20,15,<1,0.1-1,Slightly rough,None,Complete Dry,II Good Rock
40,140.34,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,14,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.34,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,14,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.34,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,16,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.34,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,15,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.34,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,15,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.33,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,13,<1,0.1-1,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.33,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,22,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,14,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,15,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,16,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,14,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,17,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,14,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,6-20,13,<1,1-5,Slightly rough,Soft filling,Complete Dry,III Fair Rock 
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,16,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,12,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,11,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,12,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,12,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,12,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,11,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,25,75,20-60,7,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,80,60,20-60,10,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,80,60,20-60,10,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
40,140.35,Granite,"Light Gray, White, Gray",None,None,Granite,"Light Gray, White, Gray",None ,None,None,Moderately,80,60,20-60,10,<1,0.1-1,Slightly rough,Highly filling,Complete Dry,II Good Rock
