TunnelDirection,Overbunden,RockType1,Color1,RockType2,Color2,RockType3,Color3,RockType4,Color4,Stringer,Degree of Weathering,Strike,Dip Angle,JointSpacing,NumberOfSpacing,Persistence,Aperture,Roughness,Infilling,Groundwater,Class
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.78,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.42,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,85.04,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,84.66,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,84.27,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,83.89,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,83.52,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,83.13,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,4,3-10,0.1-1,Smooths,Soft filling,Damp,III Fair Rock 
0,82.75,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,82.37,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,81.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,81.61,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,81.23,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,80.78,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,80.24,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,79.67,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,79.12,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,78.58,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,78.14,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,77.49,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,76.94,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,76.45,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,75.86,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,75.35,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,74.83,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,74.31,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,73.81,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,73.28,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,72.75,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,72.23,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,71.70,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,71.17,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,70.98,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,71.08,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,71.79,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,72.50,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,73.21,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,73.93,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,74.64,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,75.36,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,76.08,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,76.82,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,77.56,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,78.67,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,79.79,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,80.89,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,82.00,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,83.11,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,84.23,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,85.34,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,86.45,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,88.67,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,89.78,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,90.89,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,92.02,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,93.16,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,90,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,94.28,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,95.41,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,96.57,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,97.81,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,99.05,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,99.15,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,99.34,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,99.46,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,100.14,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,101.08,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,101.85,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,102.00,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,103.13,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,104.36,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,106.16,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,107.63,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,108.03,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,109.38,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,109.81,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,110.10,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,111.99,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,112.35,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,113.50,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,114.53,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,115.13,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,115.91,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,116.12,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,116.92,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,117.21,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,118.41,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,119.16,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,119.96,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,120.35,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,120.95,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,121.56,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,122.26,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,122.86,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,123.46,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,124.14,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,124.48,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,125.18,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,126.12,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,126.62,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,127.24,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,127.94,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,128.19,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,128.97,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,129.74,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,130.17,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,130.97,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,131.19,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,131.97,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,132.94,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,133.39,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,134.34,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,135.37,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,135.71,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,136.19,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,136.93,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,137.38,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,138.85,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,139.52,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,140.02,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
0,141.29,Impure Marble,Gray to light gray,None,None ,Impure Marble,Gray to light gray,None,None ,None,Moderately,30,65,6-20,3,3-10,0.1-1,Smooths,Soft filling,Complete Dry,III Fair Rock 
